,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code,home_team,away_team,year,day,game_str_1,home_team_1,away_team_1,at_bat_1,play_per_game_1,top_bottom_inning,pitcher,catcher,first_base,second_base,third_base,shortstop,left_field,center_field,right_field,batter,first_baserunner,second_baserunner,third_baserunner,year_1,day_1,game_str_2,play_id_1,timestamp_1,runner,field_x,field_y
193,y2_d005_DYE_RZQ,290,0,290,9304520,1,6,RZQ,DYE,year_2,day_005,y2_d005_DYE_RZQ,RZQ,DYE,0.0,290.0,bottom,DYE-0315,DYE-0098,DYE-0130,DYE-0074,DYE-0307,DYE-0022,DYE-0408,DYE-0089,DYE-0331,RZQ-0317,RZQ-0355,NA,NA,year_2,day_005,y2_d005_DYE_RZQ,290,9301520,11,54.8031,73.782
194,y2_d003_GHD_YJD,267,73,267,8999344,1,6,YJD,GHD,year_2,day_003,y2_d003_GHD_YJD,YJD,GHD,73.0,267.0,top,YJD-0354,YJD-0107,YJD-0373,YJD-0312,YJD-0405,YJD-0374,YJD-0397,YJD-0019,YJD-0366,GHD-2567,GHD-2483,NA,NA,year_2,day_003,y2_d003_GHD_YJD,267,8996341,11,55.7337,73.0995
195,y2_d003_GHD_YJD,219,62,219,7518038,1,6,YJD,GHD,year_2,day_003,y2_d003_GHD_YJD,YJD,GHD,62.0,219.0,bottom,GHD-1733,GHD-1558,GHD-1702,GHD-1403,GHD-1081,GHD-1236,GHD-2567,GHD-2483,GHD-1181,YJD-0312,NA,NA,NA,year_2,day_003,y2_d003_GHD_YJD,219,7515035,11,54.927,71.9535
196,y1_d044_WJU_QEA,24,7,24,614302,1,6,QEA,WJU,year_1,day_044,y1_d044_WJU_QEA,QEA,WJU,7.0,24.0,bottom,WJU-1248,WJU-1224,WJU-1346,WJU-2325,WJU-1579,WJU-1386,WJU-2497,WJU-1348,WJU-1265,QEA-0249,QEA-0364,NA,NA,year_1,day_044,y1_d044_WJU_QEA,24,611302,11,54.0072,74.0529
197,y1_d044_WJU_QEA,165,38,168,5356252,1,6,QEA,WJU,year_1,day_044,y1_d044_WJU_QEA,QEA,WJU,38.0,168.0,top,QEA-0127,QEA-0071,QEA-0263,QEA-0369,QEA-0180,QEA-0027,QEA-0364,QEA-0424,QEA-0252,WJU-1528,WJU-2325,NA,NA,year_1,day_044,y1_d044_WJU_QEA,165,5353252,11,59.523,72.339
198,y1_d044_WJU_QEA,172,\N,175,5521452,1,6,QEA,WJU,year_1,day_044,y1_d044_WJU_QEA,QEA,WJU,,175.0,top,QEA-0127,QEA-0071,QEA-0263,QEA-0369,QEA-0180,QEA-0027,QEA-0364,QEA-0424,QEA-0252,WJU-1528,WJU-2325,NA,NA,year_1,day_044,y1_d044_WJU_QEA,172,5518452,11,56.2938,71.1675
199,y1_d045_MHY_RZQ,26,\N,26,737910,1,6,RZQ,MHY,year_1,day_045,y1_d045_MHY_RZQ,RZQ,MHY,,26.0,bottom,MHY-2435,MHY-2391,MHY-1141,MHY-1398,MHY-2352,MHY-1884,MHY-1634,MHY-1227,MHY-1213,RZQ-0038,RZQ-0355,NA,NA,year_1,day_045,y1_d045_MHY_RZQ,26,737910,11,56.3427,69.8736
200,y1_d045_MHY_RZQ,40,\N,40,1219910,1,6,RZQ,MHY,year_1,day_045,y1_d045_MHY_RZQ,RZQ,MHY,,40.0,top,RZQ-0339,RZQ-0038,RZQ-0381,RZQ-0347,RZQ-0388,RZQ-0355,RZQ-0333,RZQ-0274,RZQ-0214,MHY-2352,MHY-1213,NA,NA,year_1,day_045,y1_d045_MHY_RZQ,40,1219910,11,53.8161,71.2794
201,y1_d045_MHY_RZQ,41,\N,41,1241710,1,6,RZQ,MHY,year_1,day_045,y1_d045_MHY_RZQ,RZQ,MHY,,41.0,top,RZQ-0339,RZQ-0038,RZQ-0381,RZQ-0347,RZQ-0388,RZQ-0355,RZQ-0333,RZQ-0274,RZQ-0214,MHY-2352,MHY-1213,NA,NA,year_1,day_045,y1_d045_MHY_RZQ,41,1241710,11,54.6861,70.9947
202,y1_d045_MHY_RZQ,81,\N,81,2528260,1,6,RZQ,MHY,year_1,day_045,y1_d045_MHY_RZQ,RZQ,MHY,,81.0,bottom,MHY-2435,MHY-2391,MHY-1141,MHY-1398,MHY-2352,MHY-1884,MHY-1634,MHY-1227,MHY-1213,RZQ-0388,RZQ-0347,NA,NA,year_1,day_045,y1_d045_MHY_RZQ,81,2528260,11,57.483,67.0572
203,y1_d045_VHS_YJD,192,\N,192,6612726,1,6,YJD,VHS,year_1,day_045,y1_d045_VHS_YJD,YJD,VHS,,192.0,bottom,VHS-2048,VHS-1177,VHS-1129,VHS-1194,VHS-1072,VHS-1235,VHS-2566,VHS-1791,VHS-1062,YJD-0025,YJD-0210,NA,NA,year_1,day_045,y1_d045_VHS_YJD,192,6612726,11,54.4833,73.8045
204,y1_d045_WJU_QEA,2,1,2,59069,1,6,QEA,WJU,year_1,day_045,y1_d045_WJU_QEA,QEA,WJU,1.0,2.0,top,QEA-0013,QEA-0120,QEA-0263,QEA-0365,QEA-0369,QEA-0027,QEA-0180,QEA-0252,QEA-0249,WJU-2251,NA,NA,NA,year_1,day_045,y1_d045_WJU_QEA,2,56069,11,56.0769,74.5533
205,y1_d045_WJU_QEA,69,\N,69,2726740,1,6,QEA,WJU,year_1,day_045,y1_d045_WJU_QEA,QEA,WJU,,69.0,bottom,WJU-1779,WJU-1257,WJU-1528,WJU-2325,WJU-1579,WJU-1346,WJU-2497,WJU-1348,WJU-1265,QEA-0120,NA,NA,NA,year_1,day_045,y1_d045_WJU_QEA,69,2723740,11,54.4623,72.7755
206,y1_d045_WJU_QEA,103,30,103,3830190,1,6,QEA,WJU,year_1,day_045,y1_d045_WJU_QEA,QEA,WJU,30.0,103.0,top,QEA-0013,QEA-0120,QEA-0263,QEA-0365,QEA-0369,QEA-0027,QEA-0180,QEA-0252,QEA-0249,WJU-1579,NA,NA,NA,year_1,day_045,y1_d045_WJU_QEA,103,3827190,11,56.4003,71.7549
207,y1_d046_MHY_RZQ,94,\N,98,2998569,1,6,RZQ,MHY,year_1,day_046,y1_d046_MHY_RZQ,RZQ,MHY,,98.0,top,RZQ-0351,RZQ-0239,RZQ-0381,RZQ-0347,RZQ-0388,RZQ-0355,RZQ-0059,RZQ-0274,RZQ-0014,MHY-1141,MHY-1021,NA,NA,year_1,day_046,y1_d046_MHY_RZQ,94,2998569,11,57.1251,70.2819
208,y1_d046_MHY_RZQ,95,\N,99,3016569,1,6,RZQ,MHY,year_1,day_046,y1_d046_MHY_RZQ,RZQ,MHY,,99.0,top,RZQ-0351,RZQ-0239,RZQ-0381,RZQ-0347,RZQ-0388,RZQ-0355,RZQ-0059,RZQ-0274,RZQ-0014,MHY-1141,MHY-1021,NA,NA,year_1,day_046,y1_d046_MHY_RZQ,95,3016569,11,55.9479,70.2915
209,y1_d046_MHY_RZQ,233,\N,237,7905519,1,6,RZQ,MHY,year_1,day_046,y1_d046_MHY_RZQ,RZQ,MHY,,237.0,top,RZQ-0179,RZQ-0239,RZQ-0381,RZQ-0347,RZQ-0388,RZQ-0355,RZQ-0333,RZQ-0274,RZQ-0014,MHY-1398,MHY-1634,NA,NA,year_1,day_046,y1_d046_MHY_RZQ,233,7905519,11,58.0803,65.7141
210,y1_d046_MHY_RZQ,234,\N,238,7924619,1,6,RZQ,MHY,year_1,day_046,y1_d046_MHY_RZQ,RZQ,MHY,,238.0,top,RZQ-0179,RZQ-0239,RZQ-0381,RZQ-0347,RZQ-0388,RZQ-0355,RZQ-0333,RZQ-0274,RZQ-0014,MHY-1398,MHY-1634,NA,NA,year_1,day_046,y1_d046_MHY_RZQ,234,7924619,11,55.8282,70.797
211,y1_d046_MHY_RZQ,240,\N,244,8081769,1,6,RZQ,MHY,year_1,day_046,y1_d046_MHY_RZQ,RZQ,MHY,,244.0,top,RZQ-0179,RZQ-0239,RZQ-0381,RZQ-0347,RZQ-0388,RZQ-0355,RZQ-0333,RZQ-0274,RZQ-0014,MHY-1021,MHY-1634,NA,NA,year_1,day_046,y1_d046_MHY_RZQ,240,8081769,11,58.6092,65.5293
212,y1_d046_MHY_RZQ,241,\N,245,8101919,1,6,RZQ,MHY,year_1,day_046,y1_d046_MHY_RZQ,RZQ,MHY,,245.0,top,RZQ-0179,RZQ-0239,RZQ-0381,RZQ-0347,RZQ-0388,RZQ-0355,RZQ-0333,RZQ-0274,RZQ-0014,MHY-1021,MHY-1634,NA,NA,year_1,day_046,y1_d046_MHY_RZQ,241,8101919,11,57.5499,69.9831
213,y1_d046_VHS_YJD,101,\N,67,1946589,1,6,YJD,VHS,year_1,day_046,y1_d046_VHS_YJD,YJD,VHS,,67.0,bottom,VHS-1007,VHS-1556,VHS-1129,VHS-1194,VHS-1235,VHS-1791,VHS-1062,VHS-2566,VHS-1492,YJD-0025,NA,NA,NA,year_1,day_046,y1_d046_VHS_YJD,101,1946589,11,56.3607,73.5522
214,y1_d046_VHS_YJD,250,\N,216,7147089,1,6,YJD,VHS,year_1,day_046,y1_d046_VHS_YJD,YJD,VHS,,216.0,top,YJD-0177,YJD-0107,YJD-0166,YJD-0345,YJD-0025,YJD-0172,YJD-0210,YJD-0338,YJD-0185,VHS-2566,NA,NA,NA,year_1,day_046,y1_d046_VHS_YJD,250,7147089,11,55.3191,72.9075
215,y1_d046_WJU_QEA,25,7,25,964408,1,6,QEA,WJU,year_1,day_046,y1_d046_WJU_QEA,QEA,WJU,7.0,25.0,bottom,WJU-2431,WJU-1152,WJU-1346,WJU-2325,WJU-1579,WJU-1386,WJU-2497,WJU-2251,WJU-1265,QEA-0365,NA,NA,NA,year_1,day_046,y1_d046_WJU_QEA,25,961408,11,53.3784,73.5057
216,y1_d046_WJU_QEA,29,8,29,1082358,1,6,QEA,WJU,year_1,day_046,y1_d046_WJU_QEA,QEA,WJU,8.0,29.0,bottom,WJU-2431,WJU-1152,WJU-1346,WJU-2325,WJU-1579,WJU-1386,WJU-2497,WJU-2251,WJU-1265,QEA-0365,NA,NA,NA,year_1,day_046,y1_d046_WJU_QEA,29,1079358,11,53.8434,73.2582
217,y1_d046_WJU_QEA,32,8,32,1172108,1,6,QEA,WJU,year_1,day_046,y1_d046_WJU_QEA,QEA,WJU,8.0,32.0,bottom,WJU-2431,WJU-1152,WJU-1346,WJU-2325,WJU-1579,WJU-1386,WJU-2497,WJU-2251,WJU-1265,QEA-0369,QEA-0365,NA,NA,year_1,day_046,y1_d046_WJU_QEA,32,1169108,11,53.8248,73.395
218,y1_d046_WJU_QEA,200,51,200,7025158,1,6,QEA,WJU,year_1,day_046,y1_d046_WJU_QEA,QEA,WJU,51.0,200.0,top,QEA-0403,QEA-0120,QEA-0263,QEA-0365,QEA-0180,QEA-0369,QEA-0249,QEA-0424,QEA-0252,WJU-2497,NA,NA,NA,year_1,day_046,y1_d046_WJU_QEA,200,7022158,11,57.1959,72.0678
219,y1_d046_WJU_QEA,276,71,276,9743208,1,6,QEA,WJU,year_1,day_046,y1_d046_WJU_QEA,QEA,WJU,71.0,276.0,bottom,WJU-1792,WJU-1152,WJU-1346,WJU-2325,WJU-1579,WJU-1386,WJU-2497,WJU-2251,WJU-1265,QEA-0263,NA,NA,NA,year_1,day_046,y1_d046_WJU_QEA,276,9740208,11,56.9343,72.2562
220,y1_d047_MHY_RZQ,27,\N,27,778888,1,6,RZQ,MHY,year_1,day_047,y1_d047_MHY_RZQ,RZQ,MHY,,27.0,bottom,MHY-1771,MHY-1238,MHY-1331,MHY-1107,MHY-2352,MHY-1884,MHY-1398,MHY-1021,MHY-1634,RZQ-0038,RZQ-0274,NA,NA,year_1,day_047,y1_d047_MHY_RZQ,27,778888,11,57.9993,68.8593
221,y1_d047_MHY_RZQ,33,\N,33,956626,1,6,RZQ,MHY,year_1,day_047,y1_d047_MHY_RZQ,RZQ,MHY,,33.0,bottom,MHY-1771,MHY-1238,MHY-1331,MHY-1107,MHY-2352,MHY-1884,MHY-1398,MHY-1021,MHY-1634,RZQ-0355,RZQ-0274,NA,NA,year_1,day_047,y1_d047_MHY_RZQ,33,956626,11,55.0575,71.3157
222,y1_d047_VHS_YJD,37,\N,37,1242861,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,37.0,top,YJD-0357,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-1556,VHS-1235,NA,NA,year_1,day_047,y1_d047_VHS_YJD,37,1242861,11,55.7613,72.2856
223,y1_d047_VHS_YJD,40,\N,40,1323761,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,40.0,top,YJD-0357,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-1556,VHS-1235,NA,NA,year_1,day_047,y1_d047_VHS_YJD,40,1323761,11,54.8211,74.0886
224,y1_d047_VHS_YJD,87,\N,87,3079261,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,87.0,bottom,VHS-1066,VHS-1556,VHS-1312,VHS-1194,VHS-1235,VHS-1791,VHS-1380,VHS-2566,VHS-1492,YJD-0172,YJD-0025,NA,NA,year_1,day_047,y1_d047_VHS_YJD,87,3079261,11,55.8774,70.8516
225,y1_d047_VHS_YJD,93,\N,93,3247611,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,93.0,bottom,VHS-1066,VHS-1556,VHS-1312,VHS-1194,VHS-1235,VHS-1791,VHS-1380,VHS-2566,VHS-1492,YJD-0210,YJD-0025,NA,NA,year_1,day_047,y1_d047_VHS_YJD,93,3247611,11,56.5263,71.7528
226,y1_d047_VHS_YJD,111,\N,111,3970161,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,111.0,top,YJD-0357,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-1194,NA,NA,NA,year_1,day_047,y1_d047_VHS_YJD,111,3970161,11,55.4805,73.3254
227,y1_d047_VHS_YJD,113,\N,113,4018761,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,113.0,top,YJD-0357,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-1791,VHS-1194,NA,NA,year_1,day_047,y1_d047_VHS_YJD,113,4018761,11,55.53,74.4552
228,y1_d047_VHS_YJD,115,\N,115,4071311,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,115.0,top,YJD-0357,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-1791,VHS-1194,NA,NA,year_1,day_047,y1_d047_VHS_YJD,115,4071311,11,55.3713,73.2918
229,y1_d047_VHS_YJD,120,\N,120,4260611,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,120.0,top,YJD-0357,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-1791,VHS-1194,NA,NA,year_1,day_047,y1_d047_VHS_YJD,120,4260611,11,55.0809,75.0951
230,y1_d047_VHS_YJD,198,\N,198,7424061,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,198.0,top,YJD-0380,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-2566,NA,NA,NA,year_1,day_047,y1_d047_VHS_YJD,198,7424061,11,54.9033,76.1982
231,y1_d047_VHS_YJD,199,\N,199,7442811,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,199.0,top,YJD-0380,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-1129,VHS-2566,NA,NA,year_1,day_047,y1_d047_VHS_YJD,199,7442811,11,53.499,76.2135
232,y1_d047_VHS_YJD,203,\N,203,7541911,1,6,YJD,VHS,year_1,day_047,y1_d047_VHS_YJD,YJD,VHS,,203.0,top,YJD-0380,YJD-0107,YJD-0166,YJD-0025,YJD-0284,YJD-0172,YJD-0327,YJD-0338,YJD-0210,VHS-1129,VHS-2566,NA,NA,year_1,day_047,y1_d047_VHS_YJD,203,7541911,11,54.8217,73.1493
233,y1_d048_MHY_RZQ,124,\N,124,4385587,1,6,RZQ,MHY,year_1,day_048,y1_d048_MHY_RZQ,RZQ,MHY,,124.0,top,RZQ-0285,RZQ-0038,RZQ-0381,RZQ-0347,RZQ-0214,RZQ-0355,RZQ-0333,RZQ-0274,RZQ-0014,MHY-2391,MHY-1398,NA,NA,year_1,day_048,y1_d048_MHY_RZQ,124,4385587,11,59.0418,68.9838
234,y1_d048_MHY_RZQ,126,\N,126,4419287,1,6,RZQ,MHY,year_1,day_048,y1_d048_MHY_RZQ,RZQ,MHY,,126.0,top,RZQ-0285,RZQ-0038,RZQ-0381,RZQ-0347,RZQ-0214,RZQ-0355,RZQ-0333,RZQ-0274,RZQ-0014,MHY-2391,MHY-1398,NA,NA,year_1,day_048,y1_d048_MHY_RZQ,126,4419287,11,58.5858,68.9904
235,y1_d048_STK_QEA,167,49,167,5806349,1,6,QEA,STK,year_1,day_048,y1_d048_STK_QEA,QEA,STK,49.0,167.0,bottom,STK-1988,STK-2260,STK-2585,STK-1350,STK-2291,STK-1651,STK-2228,STK-1023,STK-1713,QEA-0364,QEA-0027,NA,NA,year_1,day_048,y1_d048_STK_QEA,167,5803349,11,55.3395,71.9253
236,y1_d049_JZK_RZQ,43,\N,43,1255660,1,6,RZQ,JZK,year_1,day_049,y1_d049_JZK_RZQ,RZQ,JZK,,43.0,top,RZQ-0291,RZQ-0169,RZQ-0381,RZQ-0347,RZQ-0214,RZQ-0355,RZQ-0059,RZQ-0274,RZQ-0400,JZK-1715,JZK-1356,NA,NA,year_1,day_049,y1_d049_JZK_RZQ,43,1255660,11,56.2269,73.0674
237,y1_d049_JZK_RZQ,45,\N,45,1305160,1,6,RZQ,JZK,year_1,day_049,y1_d049_JZK_RZQ,RZQ,JZK,,45.0,top,RZQ-0291,RZQ-0169,RZQ-0381,RZQ-0347,RZQ-0214,RZQ-0355,RZQ-0059,RZQ-0274,RZQ-0400,JZK-1715,JZK-1356,NA,NA,year_1,day_049,y1_d049_JZK_RZQ,45,1305160,11,57.3807,72.8619
238,y1_d049_STK_QEA,70,24,70,2409278,1,6,QEA,STK,year_1,day_049,y1_d049_STK_QEA,QEA,STK,24.0,70.0,bottom,STK-2088,STK-1392,STK-2585,STK-1118,STK-2291,STK-1756,STK-1713,STK-1023,STK-2096,QEA-0180,NA,NA,NA,year_1,day_049,y1_d049_STK_QEA,70,2406278,11,59.1585,68.2392
239,y1_d049_STK_QEA,71,24,71,2429928,1,6,QEA,STK,year_1,day_049,y1_d049_STK_QEA,QEA,STK,24.0,71.0,bottom,STK-2088,STK-1392,STK-2585,STK-1118,STK-2291,STK-1756,STK-1713,STK-1023,STK-2096,QEA-0252,NA,NA,NA,year_1,day_049,y1_d049_STK_QEA,71,2426928,11,57.3846,70.1565
240,y1_d049_STK_QEA,76,25,76,2555778,1,6,QEA,STK,year_1,day_049,y1_d049_STK_QEA,QEA,STK,25.0,76.0,bottom,STK-2088,STK-1392,STK-2585,STK-1118,STK-2291,STK-1756,STK-1713,STK-1023,STK-2096,QEA-0252,NA,NA,NA,year_1,day_049,y1_d049_STK_QEA,76,2552778,11,61.7625,66.582
241,y1_d049_STK_QEA,86,28,86,2889878,1,6,QEA,STK,year_1,day_049,y1_d049_STK_QEA,QEA,STK,28.0,86.0,top,QEA-0313,QEA-0120,QEA-0263,QEA-0369,QEA-0180,QEA-0027,QEA-0249,QEA-0235,QEA-0252,STK-2096,NA,NA,NA,year_1,day_049,y1_d049_STK_QEA,86,2886878,11,54.6987,72.8892
242,y1_d049_STK_QEA,124,\N,124,4256578,1,6,QEA,STK,year_1,day_049,y1_d049_STK_QEA,QEA,STK,,124.0,top,QEA-0313,QEA-0120,QEA-0263,QEA-0369,QEA-0180,QEA-0027,QEA-0249,QEA-0235,QEA-0252,STK-2585,NA,NA,NA,year_1,day_049,y1_d049_STK_QEA,124,4253578,11,57.4476,71.6061
243,y1_d049_UPU_YJD,4,\N,4,77867,1,6,YJD,UPU,year_1,day_049,y1_d049_UPU_YJD,YJD,UPU,,4.0,top,YJD-0191,YJD-0020,YJD-0223,YJD-0025,YJD-0345,YJD-0172,YJD-0327,YJD-0185,YJD-0166,UPU-2017,UPU-2263,NA,NA,year_1,day_049,y1_d049_UPU_YJD,4,77867,11,53.2857,72.7296
244,y1_d049_UPU_YJD,135,\N,135,4160767,1,6,YJD,UPU,year_1,day_049,y1_d049_UPU_YJD,YJD,UPU,,135.0,bottom,UPU-1861,UPU-1881,UPU-2017,UPU-1344,UPU-1282,UPU-2263,UPU-1270,UPU-1095,UPU-1731,YJD-0025,YJD-0345,NA,NA,year_1,day_049,y1_d049_UPU_YJD,135,4160767,11,56.7975,72.1977
245,y1_d049_UPU_YJD,139,\N,139,4244467,1,6,YJD,UPU,year_1,day_049,y1_d049_UPU_YJD,YJD,UPU,,139.0,bottom,UPU-1861,UPU-1881,UPU-2017,UPU-1344,UPU-1282,UPU-2263,UPU-1270,UPU-1095,UPU-1731,YJD-0025,YJD-0345,NA,NA,year_1,day_049,y1_d049_UPU_YJD,139,4244467,11,56.1513,69.8436
246,y1_d049_UPU_YJD,196,\N,196,5881317,1,6,YJD,UPU,year_1,day_049,y1_d049_UPU_YJD,YJD,UPU,,196.0,bottom,UPU-1464,UPU-1881,UPU-2017,UPU-1344,UPU-1282,UPU-2263,UPU-1270,UPU-1095,UPU-1731,YJD-0020,YJD-0185,NA,NA,year_1,day_049,y1_d049_UPU_YJD,196,5881317,11,58.035,70.7175
247,y1_d049_UPU_YJD,219,\N,219,6597517,1,6,YJD,UPU,year_1,day_049,y1_d049_UPU_YJD,YJD,UPU,,219.0,bottom,UPU-1464,UPU-1881,UPU-2017,UPU-1344,UPU-1282,UPU-2263,UPU-1270,UPU-1095,UPU-1731,YJD-0025,YJD-0345,NA,NA,year_1,day_049,y1_d049_UPU_YJD,219,6597517,11,55.9824,71.6112
248,y1_d050_JZK_RZQ,22,\N,22,708246,1,6,RZQ,JZK,year_1,day_050,y1_d050_JZK_RZQ,RZQ,JZK,,22.0,bottom,JZK-2296,JZK-1715,JZK-2451,JZK-1773,JZK-1925,JZK-1113,JZK-1011,JZK-1781,JZK-1356,RZQ-0355,RZQ-0274,NA,NA,year_1,day_050,y1_d050_JZK_RZQ,22,708246,11,54.672,73.4271
249,y1_d050_JZK_RZQ,26,\N,26,819496,1,6,RZQ,JZK,year_1,day_050,y1_d050_JZK_RZQ,RZQ,JZK,,26.0,bottom,JZK-2296,JZK-1715,JZK-2451,JZK-1773,JZK-1925,JZK-1113,JZK-1011,JZK-1781,JZK-1356,RZQ-0333,RZQ-0274,NA,NA,year_1,day_050,y1_d050_JZK_RZQ,26,819496,11,55.419,70.2864
250,y1_d050_JZK_RZQ,27,\N,27,846096,1,6,RZQ,JZK,year_1,day_050,y1_d050_JZK_RZQ,RZQ,JZK,,27.0,bottom,JZK-2296,JZK-1715,JZK-2451,JZK-1773,JZK-1925,JZK-1113,JZK-1011,JZK-1781,JZK-1356,RZQ-0333,RZQ-0274,NA,NA,year_1,day_050,y1_d050_JZK_RZQ,27,846096,11,54.6093,72.8307
251,y1_d050_STK_QEA,103,\N,103,3295127,1,6,QEA,STK,year_1,day_050,y1_d050_STK_QEA,QEA,STK,,103.0,bottom,STK-1896,STK-2260,STK-2585,STK-1350,STK-1756,STK-1651,STK-2228,STK-1304,STK-2096,QEA-0180,QEA-0365,NA,NA,year_1,day_050,y1_d050_STK_QEA,103,3292127,11,56.0529,71.2767
252,y1_d050_UPU_YJD,36,\N,36,1079192,1,6,YJD,UPU,year_1,day_050,y1_d050_UPU_YJD,YJD,UPU,,36.0,top,YJD-0124,YJD-0067,YJD-0172,YJD-0025,YJD-0284,YJD-0345,YJD-0338,YJD-0017,YJD-0327,UPU-1881,UPU-1095,NA,NA,year_1,day_050,y1_d050_UPU_YJD,36,1079192,11,57.4272,70.7007
253,y1_d050_UPU_YJD,38,\N,38,1125892,1,6,YJD,UPU,year_1,day_050,y1_d050_UPU_YJD,YJD,UPU,,38.0,top,YJD-0124,YJD-0067,YJD-0172,YJD-0025,YJD-0284,YJD-0345,YJD-0338,YJD-0017,YJD-0327,UPU-1881,UPU-1095,NA,NA,year_1,day_050,y1_d050_UPU_YJD,38,1125892,11,58.7553,69.7449
254,y1_d050_UPU_YJD,133,\N,133,4393292,1,6,YJD,UPU,year_1,day_050,y1_d050_UPU_YJD,YJD,UPU,,133.0,bottom,UPU-1434,UPU-1881,UPU-2017,UPU-1344,UPU-1282,UPU-2263,UPU-1270,UPU-1095,UPU-1731,YJD-0223,YJD-0327,NA,NA,year_1,day_050,y1_d050_UPU_YJD,133,4393292,11,57.7638,70.2804
255,y1_d050_UPU_YJD,181,\N,181,5941942,1,6,YJD,UPU,year_1,day_050,y1_d050_UPU_YJD,YJD,UPU,,181.0,top,YJD-0293,YJD-0067,YJD-0172,YJD-0025,YJD-0284,YJD-0345,YJD-0338,YJD-0017,YJD-0327,UPU-1881,UPU-1095,NA,NA,year_1,day_050,y1_d050_UPU_YJD,181,5941942,11,56.3049,73.9137
256,y1_d050_UPU_YJD,219,\N,219,7186892,1,6,YJD,UPU,year_1,day_050,y1_d050_UPU_YJD,YJD,UPU,,219.0,top,YJD-0293,YJD-0067,YJD-0172,YJD-0025,YJD-0284,YJD-0345,YJD-0338,YJD-0017,YJD-0327,UPU-2017,UPU-2263,NA,NA,year_1,day_050,y1_d050_UPU_YJD,219,7186892,11,53.7018,70.9959
257,y1_d051_JZK_RZQ,130,\N,130,4259967,1,6,RZQ,JZK,year_1,day_051,y1_d051_JZK_RZQ,RZQ,JZK,,130.0,bottom,JZK-2340,JZK-1371,JZK-1207,JZK-2557,JZK-1773,JZK-1113,JZK-1011,JZK-1781,JZK-1356,RZQ-0274,RZQ-0388,NA,NA,year_1,day_051,y1_d051_JZK_RZQ,130,4259967,11,55.4385,71.6913
258,y1_d051_UPU_YJD,86,\N,86,2677145,1,6,YJD,UPU,year_1,day_051,y1_d051_UPU_YJD,YJD,UPU,,86.0,bottom,UPU-2502,UPU-1647,UPU-1189,UPU-2411,UPU-1282,UPU-1344,UPU-2017,UPU-1095,UPU-1270,YJD-0017,YJD-0345,NA,NA,year_1,day_051,y1_d051_UPU_YJD,86,2677145,11,55.2102,72.8742
259,y1_d051_UPU_YJD,147,\N,147,4620550,1,6,YJD,UPU,year_1,day_051,y1_d051_UPU_YJD,YJD,UPU,,147.0,bottom,UPU-2502,UPU-1647,UPU-1189,UPU-2411,UPU-1282,UPU-1344,UPU-2017,UPU-1095,UPU-1270,YJD-0338,YJD-0345,NA,NA,year_1,day_051,y1_d051_UPU_YJD,147,4620550,11,53.9925,73.2996
260,y1_d051_UPU_YJD,148,\N,148,4645564,1,6,YJD,UPU,year_1,day_051,y1_d051_UPU_YJD,YJD,UPU,,148.0,bottom,UPU-2502,UPU-1647,UPU-1189,UPU-2411,UPU-1282,UPU-1344,UPU-2017,UPU-1095,UPU-1270,YJD-0338,YJD-0345,NA,NA,year_1,day_051,y1_d051_UPU_YJD,148,4645564,11,55.0698,70.2714
