,play_per_game,game_str,runs
38013,335,y1_d067_OWH_QEA,1.0
38180,166,y2_d011_BVD_RZQ,1.0
38200,239,y2_d065_HKR_RZQ,2.0
38228,119,y1_d048_MHY_RZQ,1.0
38254,291,y2_d079_YJD_RZQ,1.0
38328,136,y1_d082_FBP_QEA,1.0
38498,198,y1_d009_DYE_RZQ,1.0
38579,121,y1_d029_CMS_YJD,1.0
38621,236,y2_d043_RZQ_YJD,1.0
38648,94,y1_d080_FBP_QEA,1.0
38738,79,y1_d067_IAQ_YJD,2.0
38747,239,y1_d008_JJS_YJD,1.0
38812,30,y2_d021_DMS_RZQ,1.0
38841,322,y1_d006_MCJ_RZQ,1.0
38848,126,y1_d047_MHY_RZQ,1.0
38879,186,y2_d065_ESW_YJD,1.0
38891,280,y2_d034_KNB_YJD,1.0
38901,5,y2_d006_NSO_YJD,1.0
38931,272,y1_d079_FBP_QEA,1.0
38966,8,y1_d061_HCI_RZQ,1.0
38980,280,y2_d030_IKJ_RZQ,1.0
39087,73,y2_d002_BEJ_RZQ,1.0
39186,51,y1_d006_JJS_YJD,1.0
39190,31,y2_d035_KNB_YJD,1.0
39274,37,y1_d039_HMN_RZQ,1.0
39312,215,y2_d073_XFE_RZQ,1.0
39319,94,y1_d082_YJD_RZQ,1.0
39407,180,y1_d019_OXG_QEA,1.0
39470,260,y2_d036_UKI_RZQ,1.0
39564,301,y1_d092_DYE_RZQ,1.0
39575,72,y2_d018_GIS_RZQ,1.0
39613,271,y1_d064_UEX_RZQ,1.0
39685,184,y2_d075_VZE_YJD,1.0
39692,178,y1_d054_APZ_QEA,1.0
39698,222,y1_d081_FBP_QEA,1.0
39747,133,y1_d049_JZK_RZQ,1.0
39750,250,y1_d056_KJH_RZQ,1.0
39781,199,y1_d022_AKX_YJD,1.0
39866,151,y1_d056_OXG_QEA,1.0
39952,178,y1_d019_JFU_YJD,1.0
39988,223,y2_d027_VMN_YJD,1.0
40025,24,y1_d050_STK_QEA,1.0
40120,133,y1_d007_JJS_YJD,1.0
40126,266,y2_d034_KNB_YJD,1.0
40163,285,y1_d014_IXC_QEA,1.0
40173,224,y1_d056_OXG_QEA,2.0
40285,351,y2_d052_PTB_YJD,1.0
40306,102,y2_d074_VZE_YJD,1.0
40311,129,y1_d069_ACN_QEA,1.0
40331,219,y1_d058_OXG_QEA,1.0
40344,51,y1_d046_WJU_QEA,1.0
40370,231,y1_d027_JIL_RZQ,1.0
40394,211,y2_d040_XLB_RZQ,1.0
40414,152,y2_d003_GHD_YJD,1.0
40438,82,y1_d098_MRJ_YJD,1.0
40465,89,y1_d079_FBP_QEA,1.0
40513,51,y1_d039_HMN_RZQ,1.0
40519,253,y1_d049_JZK_RZQ,1.0
40545,52,y1_d064_UEX_RZQ,1.0
40563,173,y1_d024_AKX_YJD,1.0
40596,183,y1_d098_MRJ_YJD,1.0
40634,54,y1_d080_FBP_QEA,2.0
40635,293,y1_d080_FBP_QEA,1.0
40658,22,y2_d001_BEJ_RZQ,1.0
40660,154,y2_d011_BVD_RZQ,1.0
40717,353,y1_d081_PVJ_RZQ,1.0
40730,253,y2_d036_UKI_RZQ,1.0
40757,184,y2_d008_JMJ_YJD,1.0
40780,104,y1_d040_TKJ_YJD,1.0
40910,223,y2_d032_KNB_YJD,2.0
41068,259,y2_d024_ALA_YJD,1.0
41072,48,y1_d029_CMS_YJD,1.0
41091,250,y1_d007_JJS_YJD,1.0
41134,73,y1_d080_FBP_QEA,1.0
41489,285,y2_d063_KIR_RZQ,1.0
41673,132,y2_d033_KNB_YJD,1.0
41737,71,y1_d011_DYE_RZQ,1.0
41819,212,y2_d032_KNB_YJD,1.0
41945,152,y2_d024_ALA_YJD,2.0
42045,70,y1_d062_HCI_RZQ,1.0
42050,211,y1_d062_HCI_RZQ,1.0
42106,70,y1_d028_CMS_YJD,1.0
42314,28,y2_d012_RQJ_YJD,1.0
42379,287,y2_d019_GIS_RZQ,1.0
42400,44,y1_d006_MCJ_RZQ,1.0
42407,306,y2_d036_UKI_RZQ,1.0
42445,212,y2_d045_IHI_YJD,1.0
42495,108,y1_d001_CGA_QEA,3.0
42647,184,y1_d055_APZ_QEA,1.0
42738,128,y1_d085_YJD_RZQ,1.0
42755,14,y2_d045_IHI_YJD,1.0
42768,350,y2_d084_LFS_YJD,1.0
42773,265,y1_d099_MRJ_YJD,1.0
42795,202,y1_d073_UWE_YJD,1.0
42814,143,y1_d058_OXG_QEA,1.0
42935,185,y2_d054_PTB_YJD,2.0
43077,169,y2_d013_RQJ_YJD,1.0
43103,23,y1_d081_FBP_QEA,2.0
43148,15,y1_d037_HMN_RZQ,1.0
43165,34,y2_d095_QZE_RZQ,1.0
43199,81,y2_d064_ESW_YJD,1.0
43209,189,y2_d004_GHD_YJD,1.0
43233,127,y2_d059_POW_YJD,1.0
43312,271,y1_d096_WNA_RZQ,1.0
43376,18,y1_d047_VHS_YJD,1.0
43420,250,y2_d023_DMS_RZQ,1.0
43448,202,y1_d080_PVJ_RZQ,1.0
43486,128,y2_d032_KNB_YJD,1.0
43572,280,y2_d064_HKR_RZQ,1.0
43684,294,y1_d057_OXG_QEA,2.0
43843,92,y1_d018_OXG_QEA,1.0
43876,86,y1_d061_HCI_RZQ,1.0
43878,199,y1_d061_HCI_RZQ,1.0
44055,205,y2_d068_RDO_RZQ,1.0
44061,279,y2_d072_XFE_RZQ,2.0
44076,36,y1_d024_AKX_YJD,1.0
44174,231,y2_d002_BEJ_RZQ,1.0
44176,86,y2_d012_BVD_RZQ,1.0
44205,24,y2_d063_KIR_RZQ,2.0
44445,277,y1_d051_UPU_YJD,1.0
44457,92,y1_d002_CGA_QEA,1.0
44477,91,y1_d094_XAX_QEA,1.0
44522,112,y1_d064_UEX_RZQ,1.0
44552,271,y1_d035_AVV_YJD,1.0
44609,87,y1_d087_CRQ_QEA,1.0
44615,185,y1_d013_IXC_QEA,2.0
44660,179,y2_d077_MGJ_RZQ,1.0
44709,213,y2_d072_DYE_YJD,1.0
44820,217,y2_d067_HKR_RZQ,1.0
44854,204,y1_d083_YJD_RZQ,1.0
44914,188,y1_d087_CRQ_QEA,1.0
45095,77,y1_d016_OXG_QEA,1.0
45215,230,y1_d099_MRJ_YJD,1.0
45220,178,y2_d007_NSO_YJD,1.0
45245,68,y1_d081_FBP_QEA,1.0
45494,111,y2_d094_QZE_RZQ,1.0
45529,299,y2_d002_GHD_YJD,1.0
45549,237,y1_d098_MRJ_YJD,1.0
45564,46,y1_d050_UPU_YJD,2.0
45593,228,y1_d019_OXG_QEA,1.0
45747,177,y1_d080_FBP_QEA,1.0
45755,40,y1_d015_IXC_QEA,1.0
45770,197,y1_d050_STK_QEA,1.0
45870,89,y2_d006_NSO_YJD,1.0
45949,106,y1_d038_HMN_RZQ,1.0
46036,232,y2_d015_TEQ_YJD,1.0
46111,35,y2_d010_TSZ_RZQ,1.0
46199,155,y2_d082_WMI_YJD,1.0
46202,125,y1_d053_APZ_QEA,1.0
46278,248,y2_d027_YUH_RZQ,1.0
46328,239,y2_d016_TEQ_YJD,1.0
46373,68,y1_d048_STK_QEA,1.0
46389,326,y1_d091_DYE_RZQ,1.0
46466,82,y1_d100_MRJ_YJD,1.0
46481,216,y1_d073_UWE_YJD,1.0
46645,211,y1_d056_WZR_YJD,1.0
46657,282,y1_d089_CRQ_QEA,1.0
46726,75,y2_d008_TSZ_RZQ,1.0
46743,126,y1_d030_CMS_YJD,1.0
46826,52,y1_d050.5_STK_QEA,1.0
46850,249,y2_d050_DYE_RZQ,1.0
46869,248,y2_d031_IKJ_RZQ,2.0
46891,317,y1_d094_WNA_RZQ,1.0
46909,56,y1_d023_AKX_YJD,1.0
47031,101,y2_d031_IKJ_RZQ,1.0
47123,76,y1_d047_VHS_YJD,1.0
47214,287,y1_d067_UEX_RZQ,1.0
47318,157,y2_d007_DYE_RZQ,1.0
47319,81,y2_d050_DYE_RZQ,1.0
47453,7,y1_d056_OXG_QEA,1.0
47456,119,y1_d048_STK_QEA,2.0
47516,277,y2_d038_UKI_RZQ,1.0
47605,72,y2_d007_DYE_RZQ,1.0
47665,101,y1_d086_DYE_YJD,1.0
47779,264,y1_d008_MCJ_RZQ,1.0
47809,31,y1_d024_AKX_YJD,1.0
47926,82,y2_d022_DMS_RZQ,1.0
48081,54,y1_d014_IXC_QEA,1.0
48087,262,y1_d066_OWH_QEA,1.0
48141,295,y1_d094_WNA_RZQ,1.0
48164,213,y1_d035_AVV_YJD,1.0
48192,88,y2_d026_VMN_YJD,1.0
48259,165,y1_d051_JZK_RZQ,1.0
48366,109,y1_d071_ACN_QEA,1.0
48559,53,y1_d060.5_JNJ_QEA,1.0
48611,19,y2_d010_TSZ_RZQ,1.0
48675,60,y2_d015_TEQ_YJD,1.0
48681,38,y1_d045_VHS_YJD,1.0
48781,263,y2_d040_XLB_RZQ,1.0
48862,70,y1_d016_OXG_QEA,1.0
48871,292,y2_d001_BEJ_RZQ,1.0
48873,199,y1_d090_DYE_RZQ,1.0
48937,389,y1_d030_CMS_YJD,1.0
48992,232,y1_d086_CRQ_QEA,1.0
49039,275,y2_d029_IKJ_RZQ,2.0
49044,248,y1_d008_MCJ_RZQ,1.0
49077,266,y2_d004_GHD_YJD,1.0
49092,129,y1_d097_MRJ_YJD,1.0
49280,79,y2_d074.5_VZE_YJD,1.0
49350,142,y1_d081_PVJ_RZQ,1.0
49444,82,y2_d023_DMS_RZQ,1.0
49539,128,y2_d086_LFS_YJD,1.0
49623,159,y2_d002_BEJ_RZQ,1.0
49661,139,y1_d057_KJH_RZQ,1.0
49674,267,y2_d008_TSZ_RZQ,1.0
49712,50,y2_d047_IHI_YJD,1.0
49723,98,y1_d100_MRJ_YJD,1.0
49823,264,y2_d036_UKI_RZQ,1.0
50041,282,y1_d070_ACN_QEA,1.0
50073,80,y2_d013_BVD_RZQ,1.0
50138,51,y2_d073_DYE_YJD,1.0
50220,31,y1_d068_OWH_QEA,1.0
50247,101,y2_d017_GIS_RZQ,1.0
50360,53,y1_d079_FBP_QEA,2.0
50391,50,y2_d022_DMS_RZQ,1.0
50449,96,y1_d082_YJD_RZQ,1.0
50552,26,y1_d058_KJH_RZQ,1.0
50640,343,y2_d028_VMN_YJD,1.0
50655,271,y1_d088_CRQ_QEA,1.0
50944,65,y1_d048_UPU_YJD,1.0
50988,41,y2_d001_BEJ_RZQ,1.0
51021,253,y1_d058_KJH_RZQ,1.0
51068,232,y2_d005_NSO_YJD,1.0
51120,315,y1_d018_OXG_QEA,1.0
51125,118,y1_d048_STK_QEA,1.0
51411,303,y2_d084_LFS_YJD,1.0
51776,102,y1_d060.5_JNJ_QEA,1.0
51854,99,y2_d064_ESW_YJD,1.0
51995,175,y1_d066_IAQ_YJD,2.0
52030,69,y2_d014_TEQ_YJD,1.0
52220,244,y1_d016_OXG_QEA,1.0
52248,184,y2_d007_DYE_RZQ,1.0
52272,261,y1_d058_KJH_RZQ,1.0
52350,123,y1_d075_UWE_YJD,1.0
52361,151,y2_d082_WMI_YJD,1.0
52366,330,y1_d058_WZR_YJD,1.0
52436,58,y1_d047_MHY_RZQ,1.0
52461,313,y2_d072_DYE_YJD,1.0
52498,105,y1_d074_UWE_YJD,1.0
52594,179,y1_d085_YJD_RZQ,1.0
52637,323,y2_d084_LFS_YJD,1.0
52769,27,y1_d064_IAQ_YJD,1.0
52828,99,y1_d066_OWH_QEA,1.0
52868,165,y2_d048_DYE_RZQ,1.0
52899,92,y1_d007_MCJ_RZQ,3.0
53152,31,y1_d043_WJU_QEA,2.0
53157,90,y1_d094_XAX_QEA,1.0
53261,147,y2_d009_JMJ_YJD,1.0
53268,216,y2_d086_LFS_YJD,1.0
53285,42,y2_d014_TEQ_YJD,1.0
53334,156,y2_d002_BEJ_RZQ,1.0
53388,165,y1_d022_AKX_YJD,1.0
53405,146,y1_d067_IAQ_YJD,1.0
53420,140,y2_d085.5_LFS_YJD,1.0
53452,41,y2_d075_VZE_YJD,1.0
53464,42,y1_d082_FBP_QEA,1.0
53502,106,y2_d062_KIR_RZQ,1.0
53554,219,y1_d019_JFU_YJD,1.0
53566,156,y2_d091_NYA_YJD,1.0
53571,59,y2_d015_TEQ_YJD,1.0
53618,348,y1_d018_OXG_QEA,1.0
53645,72,y2_d057_IAK_RZQ,1.0
53714,53,y2_d033_KNB_YJD,1.0
53855,134,y1_d041_TKJ_YJD,2.0
53861,93,y2_d074_VZE_YJD,1.0
53876,220,y1_d089_CRQ_QEA,1.0
54102,7,y2_d067_HKR_RZQ,2.0
54178,102,y1_d098_MRJ_YJD,1.0
54316,23,y1_d035_AVV_YJD,1.0
54358,203,y1_d051_UPU_YJD,1.0
54388,212,y1_d057_OXG_QEA,2.0
54407,268,y1_d092_DYE_RZQ,2.0
54432,67,y1_d051_JZK_RZQ,1.0
54466,154,y2_d081_YJD_RZQ,1.0
54501,63,y1_d097_MRJ_YJD,1.0
54512,37,y2_d014_TEQ_YJD,1.0
54548,133,y1_d079_FBP_QEA,1.0
54568,209,y1_d049_STK_QEA,1.0
54600,38,y2_d057.5_IAK_RZQ,1.0
54730,7,y1_d033_REC_QEA,1.0
54844,305,y1_d058_WZR_YJD,1.0
54926,137,y2_d009_TSZ_RZQ,1.0
54950,86,y1_d030_CMS_YJD,1.0
54970,35,y1_d007_JJS_YJD,1.0
55123,70,y1_d033_AVV_YJD,1.0
55208,122,y2_d017_GIS_RZQ,1.0
55313,253,y1_d052_APZ_QEA,1.0
55357,49,y2_d089_DYE_RZQ,1.0
55437,15,y1_d095_KQQ_YJD,1.0
55499,230,y1_d011_DYE_RZQ,1.0
55599,127,y2_d026_VMN_YJD,1.0
55678,49,y2_d077_MGJ_RZQ,1.0
55746,239,y1_d049_UPU_YJD,1.0
55816,273,y1_d038_HMN_RZQ,1.0
55837,261,y2_d095_QZE_RZQ,2.0
55856,387,y1_d028_CMS_YJD,1.0
55940,272,y1_d032_REC_QEA,1.0
55976,85,y2_d029_IKJ_RZQ,2.0
56027,233,y1_d086_DYE_YJD,1.0
56066,116,y1_d042_TKJ_YJD,1.0
56173,33,y1_d077_GAX_YJD,1.0
56246,52,y1_d012_IXC_QEA,3.0
56435,80,y2_d057.5_IAK_RZQ,1.0
56458,57,y2_d036_UKI_RZQ,3.0
56671,15,y2_d065_ESW_YJD,1.0
56674,232,y1_d078_GAX_YJD,1.0
56746,47,y1_d016_OXG_QEA,1.0
56753,214,y1_d031_REC_QEA,1.0
56872,255,y1_d040_TKJ_YJD,1.0
56918,132,y2_d006_DYE_RZQ,1.0
56954,211,y2_d093_QZE_RZQ,1.0
57204,19,y1_d046_VHS_YJD,1.0
57239,184,y1_d044_WJU_QEA,2.0
57288,32,y2_d010_TSZ_RZQ,1.0
57385,239,y1_d044_WJU_QEA,1.0
57538,231,y1_d088_CRQ_QEA,1.0
57557,149,y1_d050_STK_QEA,1.0
57615,185,y2_d096_QZE_RZQ,1.0
57707,211,y1_d086_CRQ_QEA,1.0
57727,296,y1_d019_OXG_QEA,1.0
57848,171,y1_d047_VHS_YJD,1.0
57887,95,y1_d033_REC_QEA,1.0
57904,61,y2_d051_DYE_RZQ,1.0
57943,160,y1_d045_MHY_RZQ,1.0
58115,40,y1_d023_AKX_YJD,1.0
58160,101,y2_d059_POW_YJD,1.0
58179,197,y1_d051_UPU_YJD,2.0
58187,257,y2_d083_WMI_YJD,1.0
58226,67,y1_d062_HCI_RZQ,2.0
58250,243,y2_d094_QZE_RZQ,1.0
58282,16,y2_d072_DYE_YJD,1.0
58431,211,y2_d080_YJD_RZQ,1.0
58515,212,y1_d016_OXG_QEA,1.0
58546,258,y2_d005_DYE_RZQ,1.0
58559,224,y2_d067_HKR_RZQ,1.0
58657,129,y2_d082_WMI_YJD,1.0
58764,44,y2_d098_YJD_RZQ,1.0
58776,308,y2_d072_DYE_YJD,1.0
58785,108,y1_d066_IAQ_YJD,1.0
58789,94,y1_d007_JJS_YJD,1.0
58829,221,y1_d079_FBP_QEA,1.0
58914,184,y1_d010_GEA_YJD,1.0
59384,5,y2_d090_NYA_YJD,1.0
59461,249,y1_d062_HCI_RZQ,1.0
59629,25,y1_d049_JZK_RZQ,1.0
59637,134,y1_d057_KJH_RZQ,1.0
59682,106,y1_d022_AKX_YJD,1.0
59736,7,y1_d054_APZ_QEA,1.0
59796,67,y2_d029_IKJ_RZQ,1.0
59854,72,y1_d067_IAQ_YJD,1.0
59925,321,y1_d019_OXG_QEA,1.0
59973,130,y2_d009_TSZ_RZQ,1.0
60068,339,y1_d052_APZ_QEA,1.0
60201,346,y2_d052_PTB_YJD,2.0
60464,210,y1_d030_CMS_YJD,1.0
60469,149,y2_d072_DYE_YJD,1.0
60477,260,y2_d004_GHD_YJD,2.0
60649,131,y2_d045_IHI_YJD,1.0
60688,75,y1_d082_FBP_QEA,1.0
60768,270,y1_d096_WNA_RZQ,1.0
60862,293,y1_d018_OXG_QEA,1.0
60922,155,y1_d046_MHY_RZQ,1.0
61006,365,y2_d084_LFS_YJD,2.0
61043,80,y2_d083_WMI_YJD,1.0
61058,178,y1_d016_OXG_QEA,1.0
61086,33,y1_d025_JIL_RZQ,1.0
61147,172,y2_d010_JMJ_YJD,1.0
61299,322,y1_d051_UPU_YJD,1.0
61443,186,y1_d099_MRJ_YJD,1.0
61462,45,y1_d073_UWE_YJD,1.0
61491,109,y1_d060_JNJ_QEA,1.0
61496,9,y1_d068_OWH_QEA,1.0
61600,308,y2_d034_KNB_YJD,1.0
61853,307,y1_d057_KJH_RZQ,1.0
61896,234,y2_d071_DYE_YJD,1.0
61900,177,y1_d011_GEA_YJD,1.0
62009,155,y1_d051_JZK_RZQ,1.0
62021,17,y2_d070_RDO_RZQ,1.0
62075,151,y2_d009_JMJ_YJD,2.0
62176,178,y1_d038_HMN_RZQ,1.0
62263,268,y2_d090_NYA_YJD,1.0
62461,180,y2_d030_IKJ_RZQ,1.0
62475,314,y1_d006_MCJ_RZQ,1.0
62547,52,y2_d052_PTB_YJD,1.0
62706,178,y1_d073_UWE_YJD,2.0
62762,119,y2_d017_GIS_RZQ,1.0
62795,146,y2_d038_UKI_RZQ,1.0
62832,163,y1_d006_JJS_YJD,1.0
62891,169,y1_d057_OXG_QEA,2.0
62952,32,y1_d064_UEX_RZQ,1.0
62969,94,y2_d027_YUH_RZQ,2.0
62990,23,y2_d003_GHD_YJD,1.0
63015,211,y2_d013_RQJ_YJD,1.0
63030,244,y1_d071_ACN_QEA,1.0
63146,125,y2_d043_RZQ_YJD,2.0
63216,192,y2_d031_IKJ_RZQ,2.0
63356,190,y1_d038_HMN_RZQ,1.0
63377,178,y1_d046_MHY_RZQ,1.0
63409,149,y1_d029_CMS_YJD,2.0
63429,284,y1_d007_JJS_YJD,1.0
63474,223,y1_d053_APZ_QEA,1.0
63536,82,y1_d025_JIL_RZQ,2.0
63643,162,y1_d048_STK_QEA,1.0
63783,265,y1_d056_OXG_QEA,2.0
63826,226,y1_d073_PHS_RZQ,1.0
63925,22,y2_d002_BEJ_RZQ,1.0
63991,172,y1_d023_AKX_YJD,1.0
64175,249,y1_d030_CMS_YJD,3.0
64196,140,y2_d032_KNB_YJD,1.0
64229,174,y1_d058_WZR_YJD,1.0
64300,72,y1_d048_MHY_RZQ,1.0
64307,268,y1_d081_PVJ_RZQ,1.0
64425,18,y1_d038_HMN_RZQ,1.0
64472,199,y1_d028_CMS_YJD,1.0
64564,57,y1_d063_HCI_RZQ,1.0
64580,133,y2_d063_KIR_RZQ,1.0
64609,257,y2_d008_TSZ_RZQ,1.0
64634,35,y1_d076_GAX_YJD,1.0
64672,298,y1_d042_TKJ_YJD,1.0
64676,62,y1_d048_UPU_YJD,1.0
64782,200,y2_d026_YUH_RZQ,1.0
64809,208,y1_d019_JFU_YJD,1.0
64925,119,y1_d065_UEX_RZQ,1.0
64982,103,y1_d074_UWE_YJD,1.0
65003,78,y1_d059_JNJ_QEA,1.0
65131,276,y2_d059_POW_YJD,1.0
65190,81,y1_d091_DYE_RZQ,1.0
65205,265,y2_d029_IKJ_RZQ,1.0
65533,54,y1_d023_AKX_YJD,1.0
65546,114,y2_d008_JMJ_YJD,1.0
65707,142,y1_d010_GEA_YJD,1.0
65762,291,y1_d018_OXG_QEA,1.0
65819,12,y2_d095_QZE_RZQ,1.0
65889,229,y2_d090_NYA_YJD,1.0
65894,151,y2_d015_TEQ_YJD,1.0
65895,273,y1_d042_TKJ_YJD,1.0
65995,252,y1_d095_WNA_RZQ,1.0
66027,208,y2_d035_KNB_YJD,1.0
66179,58,y1_d030_CMS_YJD,1.0
66231,49,y1_d074_UWE_YJD,1.0
66251,233,y1_d088_CRQ_QEA,1.0
66463,268,y2_d009_TSZ_RZQ,1.0
66556,36,y1_d056_WZR_YJD,2.0
66557,38,y1_d056_WZR_YJD,1.0
66562,159,y1_d070_ACN_QEA,1.0
66653,110,y2_d037_UKI_RZQ,1.0
66682,248,y1_d064_IAQ_YJD,3.0
66723,231,y1_d070_ACN_QEA,1.0
66808,94,y2_d009_TSZ_RZQ,1.0
66883,162,y1_d060.5_JNJ_QEA,1.0
66985,263,y1_d066_IAQ_YJD,1.0
67014,112,y2_d042_RZQ_YJD,1.0
67125,150,y2_d039_XLB_RZQ,1.0
67203,210,y1_d053_APZ_QEA,1.0
67204,212,y1_d001_CGA_QEA,1.0
67215,54,y1_d060.5_JNJ_QEA,1.0
67251,175,y2_d067_HKR_RZQ,1.0
67268,308,y1_d058_KJH_RZQ,2.0
67366,252,y1_d082_FBP_QEA,2.0
67435,146,y2_d072_XFE_RZQ,1.0
67455,110,y1_d065_IAQ_YJD,1.0
67538,147,y1_d061_HCI_RZQ,1.0
67593,301,y2_d033_KNB_YJD,1.0
67787,162,y1_d081_FBP_QEA,1.0
68240,71,y2_d014_TEQ_YJD,1.0
68306,236,y1_d038_HMN_RZQ,1.0
68307,262,y2_d056_IAK_RZQ,1.0
68308,16,y2_d030_IKJ_RZQ,1.0
68340,154,y2_d039_XLB_RZQ,1.0
68635,132,y2_d009_TSZ_RZQ,1.0
68812,85,y2_d024.5_ALA_YJD,1.0
68835,323,y2_d033_KNB_YJD,1.0
68890,275,y1_d090_DYE_RZQ,1.0
68927,291,y2_d068_RDO_RZQ,1.0
69043,161,y1_d050_JZK_RZQ,1.0
69094,122,y1_d021_JFU_YJD,2.0
69249,136,y1_d094_WNA_RZQ,1.0
69331,71,y1_d082_FBP_QEA,1.0
69371,179,y1_d037_HMN_RZQ,2.0
69420,220,y2_d067_ESW_YJD,1.0
69433,109,y1_d094_KQQ_YJD,1.0
69444,84,y2_d058_POW_YJD,1.0
69458,110,y1_d047_VHS_YJD,1.0
69460,226,y2_d028_VMN_YJD,1.0
69525,185,y1_d038_HMN_RZQ,1.0
69567,262,y2_d008_TSZ_RZQ,1.0
69610,174,y2_d035_KNB_YJD,1.0
69636,69,y1_d045_VHS_YJD,1.0
69684,214,y1_d010_DYE_RZQ,1.0
69725,49,y2_d008_TSZ_RZQ,1.0
69796,122,y1_d053_APZ_QEA,1.0
69829,96,y2_d004_BEJ_RZQ,2.0
69879,173,y2_d095_QZE_RZQ,1.0
69967,99,y1_d018_OXG_QEA,1.0
70040,205,y2_d081_YJD_RZQ,1.0
70048,72,y1_d033_AVV_YJD,1.0
70062,251,y2_d047_IHI_YJD,1.0
70222,44,y2_d013_RQJ_YJD,2.0
70259,330,y1_d067_OWH_QEA,1.0
70270,49,y1_d044_WJU_QEA,1.0
70365,124,y1_d030_CMS_YJD,2.0
70445,45,y1_d014_IXC_QEA,2.0
70522,339,y1_d094_WNA_RZQ,1.0
70578,126,y2_d026_VMN_YJD,1.0
70618,266,y2_d012_BVD_RZQ,1.0
70728,77,y2_d042_RZQ_YJD,1.0
70748,107,y1_d071_ACN_QEA,1.0
70774,277,y1_d043_WJU_QEA,2.0
70801,66,y2_d030_IKJ_RZQ,1.0
70841,294,y2_d002_GHD_YJD,1.0
70917,268,y1_d094_XAX_QEA,1.0
70968,196,y2_d072_XFE_RZQ,1.0
71187,202,y1_d055_APZ_QEA,1.0
71215,270,y1_d091_DYE_RZQ,1.0
71216,279,y1_d091_DYE_RZQ,1.0
71277,168,y1_d086_DYE_YJD,1.0
71311,72,y2_d043_RZQ_YJD,2.0
71316,115,y1_d041_TKJ_YJD,1.0
71325,221,y1_d073_UWE_YJD,1.0
71337,26,y1_d001_CGA_QEA,1.0
71380,116,y2_d017_GIS_RZQ,1.0
71478,84,y1_d056_WZR_YJD,1.0
71510,47,y1_d044_WJU_QEA,2.0
71532,93,y2_d089_DYE_RZQ,1.0
71646,136,y1_d050_UPU_YJD,1.0
71828,99,y1_d002_CGA_QEA,1.0
71958,30,y1_d094_KQQ_YJD,1.0
71981,74,y2_d042_RZQ_YJD,1.0
72038,93,y1_d056_OXG_QEA,1.0
72134,150,y1_d029_CMS_YJD,1.0
72197,143,y1_d018_OXG_QEA,1.0
72245,180,y1_d047_MHY_RZQ,1.0
72354,299,y1_d057_OXG_QEA,1.0
72362,232,y1_d044_WJU_QEA,1.0
72446,175,y2_d027_YUH_RZQ,1.0
72601,298,y2_d033_KNB_YJD,1.0
72658,267,y1_d019_OXG_QEA,1.0
72676,146,y2_d050_DYE_RZQ,1.0
72692,192,y2_d062_KIR_RZQ,1.0
72700,61,y1_d079_PVJ_RZQ,1.0
72708,151,y2_d038_UKI_RZQ,1.0
72784,258,y1_d050_UPU_YJD,1.0
72801,256,y1_d052_APZ_QEA,1.0
72886,35,y2_d071_XFE_RZQ,1.0
72926,146,y2_d032_KNB_YJD,1.0
72962,253,y1_d071_ACN_QEA,1.0
72976,315,y1_d066_OWH_QEA,1.0
73037,18,y1_d058_KJH_RZQ,1.0
73086,187,y2_d008_JMJ_YJD,1.0
73110,176,y1_d040_TKJ_YJD,1.0
73117,196,y1_d051_UPU_YJD,1.0
73262,70,y2_d042_RZQ_YJD,2.0
73291,189,y1_d013_IXC_QEA,1.0
73363,236,y2_d041_XLB_RZQ,1.0
73415,4,y1_d046_VHS_YJD,1.0
73419,217,y2_d074_VZE_YJD,1.0
73484,184,y2_d077_MGJ_RZQ,1.0
73648,163,y1_d006_MCJ_RZQ,1.0
73690,170,y1_d077_GAX_YJD,1.0
73709,108,y1_d096_KQQ_YJD,1.0
73714,94,y2_d086_LFS_YJD,1.0
73726,172,y2_d054_PTB_YJD,1.0
73785,21,y1_d092_DYE_RZQ,1.0
73840,83,y1_d011_GEA_YJD,1.0
73856,259,y1_d099_MRJ_YJD,1.0
73865,200,y2_d012_RQJ_YJD,1.0
73873,136,y1_d041_TKJ_YJD,1.0
73908,79,y1_d017_OXG_QEA,1.0
74081,58,y2_d064_HKR_RZQ,1.0
74103,82,y1_d080_PVJ_RZQ,1.0
74164,100,y1_d095_KQQ_YJD,2.0
74231,135,y2_d020_GIS_RZQ,1.0
74257,208,y1_d081_PVJ_RZQ,1.0
74284,148,y2_d099_YJD_RZQ,3.0
74296,188,y2_d071_DYE_YJD,1.0
74352,129,y1_d019_OXG_QEA,1.0
74353,131,y1_d019_OXG_QEA,1.0
74359,245,y1_d057_OXG_QEA,1.0
74412,115,y1_d064_UEX_RZQ,1.0
74425,166,y1_d084_YJD_RZQ,1.0
74442,209,y2_d064_ESW_YJD,1.0
74466,132,y2_d086_LFS_YJD,1.0
74476,193,y2_d011_RQJ_YJD,1.0
74566,149,y2_d056_IAK_RZQ,1.0
74585,111,y1_d046_MHY_RZQ,1.0
74678,229,y2_d015_TEQ_YJD,1.0
74734,16,y2_d020_GIS_RZQ,1.0
74780,316,y1_d024_AKX_YJD,1.0
74872,244,y1_d044_WJU_QEA,1.0
75068,115,y2_d070_RDO_RZQ,1.0
75122,83,y1_d100_MRJ_YJD,1.0
75171,90,y1_d049_STK_QEA,1.0
