,game_str,play_per_game,outs
17985,y2_d033_KNB_YJD,58.0,1.0
17994,y2_d064_HKR_RZQ,95.0,1.0
18007,y1_d050_STK_QEA,164.0,1.0
18016,y1_d060_JNJ_QEA,156.0,1.0
18057,y1_d035_AVV_YJD,279.0,1.0
18066,y1_d061_HCI_RZQ,140.0,1.0
18081,y2_d008_TSZ_RZQ,268.0,1.0
18122,y1_d075_UWE_YJD,182.0,1.0
18152,y1_d080_PVJ_RZQ,255.0,1.0
18169,y2_d028_VMN_YJD,293.0,1.0
18170,y2_d028_YUH_RZQ,52.0,1.0
18175,y2_d029_IKJ_RZQ,255.0,1.0
18180,y2_d031_IKJ_RZQ,101.0,1.0
18183,y2_d031_IKJ_RZQ,237.0,1.0
18198,y2_d074.5_VZE_YJD,54.0,1.0
18215,y1_d045_WJU_QEA,47.0,1.0
18231,y2_d030_IKJ_RZQ,270.0,1.0
18236,y2_d041_XLB_RZQ,234.0,1.0
18245,y2_d062_KIR_RZQ,91.0,1.0
18247,y2_d062_KIR_RZQ,168.0,1.0
18253,y2_d067_HKR_RZQ,296.0,1.0
18265,y1_d095_KQQ_YJD,138.0,1.0
18273,y2_d010_JMJ_YJD,35.0,1.0
18335,y1_d007_JJS_YJD,158.0,1.0
18337,y1_d023_AKX_YJD,69.0,1.0
18340,y1_d023_AKX_YJD,158.0,1.0
18347,y1_d048_STK_QEA,29.0,1.0
18351,y1_d049_STK_QEA,244.0,1.0
18352,y1_d059_JNJ_QEA,36.0,1.0
18364,y1_d091_DYE_RZQ,104.0,1.0
18373,y1_d006_JJS_YJD,71.0,1.0
18377,y1_d016_OXG_QEA,136.0,1.0
18381,y1_d047_MHY_RZQ,109.0,1.0
18388,y1_d051_UPU_YJD,100.0,1.0
18401,y1_d057_OXG_QEA,98.0,1.0
18403,y1_d057_OXG_QEA,171.0,1.0
18407,y1_d070_ACN_QEA,43.0,1.0
18414,y1_d086_DYE_YJD,59.0,1.0
18422,y2_d011_RQJ_YJD,86.0,1.0
18423,y2_d011_RQJ_YJD,175.0,3.0
18435,y2_d036_UKI_RZQ,43.0,1.0
18463,y1_d008_JJS_YJD,200.0,1.0
18482,y1_d080_PVJ_RZQ,136.0,1.0
18489,y1_d096_XAX_QEA,148.0,1.0
18518,y2_d049_DYE_RZQ,30.0,1.0
18523,y2_d074.5_VZE_YJD,30.0,1.0
18545,y2_d008_JMJ_YJD,105.0,1.0
18546,y2_d008_JMJ_YJD,112.0,1.0
18558,y2_d016_TEQ_YJD,247.0,1.0
18563,y2_d056_IAK_RZQ,262.0,1.0
18590,y2_d066_ESW_YJD,234.0,1.0
18641,y1_d056_WZR_YJD,75.0,1.0
18652,y1_d078_GAX_YJD,127.0,1.0
18653,y1_d078_GAX_YJD,171.0,1.0
18657,y1_d086_DYE_YJD,177.0,1.0
18663,y2_d010_TSZ_RZQ,5.0,1.0
18674,y2_d082_WMI_YJD,85.0,1.0
18676,y2_d082_WMI_YJD,165.0,3.0
18677,y2_d085.5_LFS_YJD,50.0,1.0
18679,y2_d097_YJD_RZQ,17.0,1.0
18712,y1_d019_JFU_YJD,135.0,1.0
18725,y1_d064_UEX_RZQ,184.0,1.0
18754,y2_d012_RQJ_YJD,288.0,1.0
18789,y2_d067_ESW_YJD,123.0,1.0
18793,y2_d074_VZE_YJD,97.0,1.0
18801,y1_d017_OXG_QEA,48.0,1.0
18813,y1_d046_WJU_QEA,319.0,1.0
18839,y2_d036_UKI_RZQ,251.0,1.0
18850,y2_d060_POW_YJD,210.0,1.0
18854,y2_d065_HKR_RZQ,232.0,1.0
18889,y1_d049_STK_QEA,185.0,1.0
18890,y1_d068_OWH_QEA,6.0,1.0
18900,y1_d091_DYE_RZQ,239.0,1.0
18919,y2_d008_TSZ_RZQ,183.0,1.0
18923,y2_d051_DYE_RZQ,150.0,1.0
18928,y2_d057.5_IAK_RZQ,116.0,1.0
18945,y1_d089_CRQ_QEA,280.0,1.0
18948,y1_d094_KQQ_YJD,288.0,1.0
18954,y2_d003_GHD_YJD,289.0,1.0
18955,y2_d004_GHD_YJD,161.0,1.0
18975,y1_d015_IXC_QEA,114.0,1.0
18987,y1_d044_WJU_QEA,5.0,1.0
19003,y2_d007_DYE_RZQ,134.0,1.0
19005,y2_d007_DYE_RZQ,205.0,1.0
19007,y2_d012_BVD_RZQ,17.0,1.0
19036,y1_d046_VHS_YJD,29.0,1.0
19041,y1_d046_WJU_QEA,180.0,1.0
19042,y1_d046_WJU_QEA,183.0,1.0
19044,y1_d046_WJU_QEA,351.0,1.0
19056,y1_d072_ACN_QEA,117.0,1.0
19072,y2_d058_POW_YJD,80.0,1.0
19091,y2_d019_GIS_RZQ,182.0,1.0
19097,y2_d046.5_IHI_YJD,212.0,1.0
19110,y1_d054_APZ_QEA,257.0,1.0
19119,y1_d084_YJD_RZQ,169.0,1.0
19123,y2_d014_TEQ_YJD,246.0,1.0
19134,y1_d021_JFU_YJD,65.0,1.0
19136,y1_d021_JFU_YJD,114.0,1.0
19171,y2_d022_DMS_RZQ,208.0,1.0
19187,y1_d004_CGA_QEA,27.0,1.0
19207,y1_d044_WJU_QEA,30.0,1.0
19217,y1_d066_IAQ_YJD,4.0,1.0
19225,y1_d008_MCJ_RZQ,253.0,1.0
19235,y1_d062_HCI_RZQ,53.0,1.0
19243,y1_d096_XAX_QEA,11.0,1.0
19249,y2_d020_GIS_RZQ,215.0,1.0
19260,y2_d029_IKJ_RZQ,190.0,1.0
19264,y2_d040_XLB_RZQ,207.0,1.0
19267,y2_d044_RZQ_YJD,11.0,1.0
19269,y2_d049_DYE_RZQ,123.0,1.0
19273,y2_d077_MGJ_RZQ,50.0,1.0
19287,y1_d054_APZ_QEA,172.0,1.0
19304,y2_d014_TEQ_YJD,106.0,1.0
19314,y2_d041_XLB_RZQ,111.0,1.0
19335,y2_d071_XFE_RZQ,157.0,1.0
19341,y2_d080_YJD_RZQ,319.0,1.0
19354,y1_d100_MRJ_YJD,178.0,1.0
19366,y2_d065_ESW_YJD,40.0,1.0
19372,y2_d096_QZE_RZQ,144.0,1.0
19375,y2_d010_TSZ_RZQ,22.0,1.0
19396,y2_d079_YJD_RZQ,22.0,1.0
19397,y2_d079_YJD_RZQ,86.0,1.0
19427,y1_d071_ACN_QEA,113.0,3.0
19442,y1_d016_OXG_QEA,9.0,1.0
19450,y1_d048_MHY_RZQ,284.0,1.0
19513,y1_d058_OXG_QEA,17.0,1.0
19526,y2_d028_VMN_YJD,190.0,1.0
19537,y2_d044_RZQ_YJD,258.0,1.0
19541,y2_d074.5_VZE_YJD,179.0,1.0
19550,y2_d098_YJD_RZQ,259.0,1.0
19554,y1_d074_UWE_YJD,139.0,1.0
19563,y1_d100_MRJ_YJD,265.0,1.0
19566,y2_d008_JMJ_YJD,178.0,1.0
19575,y2_d024.5_ALA_YJD,139.0,1.0
19584,y2_d017_GIS_RZQ,55.0,1.0
19594,y2_d024_ALA_YJD,263.0,1.0
19607,y2_d045_IHI_YJD,213.0,1.0
19609,y2_d050_DYE_RZQ,233.0,1.0
19610,y2_d050_DYE_RZQ,239.0,1.0
19611,y2_d050_DYE_RZQ,243.0,1.0
19612,y2_d050_DYE_RZQ,277.0,1.0
19614,y2_d055_IAK_RZQ,117.0,1.0
19624,y2_d048_DYE_RZQ,154.0,1.0
19625,y2_d048_DYE_RZQ,166.0,1.0
19639,y2_d066_ESW_YJD,274.0,1.0
19646,y2_d071_XFE_RZQ,36.0,1.0
19647,y2_d078_MGJ_RZQ,132.0,1.0
19654,y2_d084_LFS_YJD,58.0,1.0
19657,y1_d003_CGA_QEA,76.0,3.0
19663,y1_d047_MHY_RZQ,53.0,1.0
19664,y1_d047_MHY_RZQ,73.0,1.0
19679,y1_d057_OXG_QEA,250.0,1.0
19688,y1_d078_GAX_YJD,212.0,1.0
19712,y2_d085.5_LFS_YJD,143.0,1.0
19738,y1_d061_HCI_RZQ,10.0,1.0
19747,y1_d074_PHS_RZQ,181.0,1.0
19752,y2_d061_KIR_RZQ,94.0,1.0
19781,y1_d033_REC_QEA,262.0,1.0
19786,y1_d058_KJH_RZQ,247.0,1.0
19807,y1_d094_KQQ_YJD,110.0,2.0
19863,y2_d074_VZE_YJD,60.0,1.0
19872,y1_d018_OXG_QEA,270.0,1.0
19885,y1_d048_UPU_YJD,68.0,1.0
19893,y1_d057_WZR_YJD,135.0,1.0
19896,y1_d067_IAQ_YJD,80.0,1.0
19903,y2_d026_YUH_RZQ,11.0,1.0
19927,y2_d090_NYA_YJD,241.0,3.0
19936,y1_d023_AKX_YJD,78.0,1.0
19938,y1_d059_JNJ_QEA,40.0,3.0
19957,y2_d023_DMS_RZQ,209.0,1.0
19961,y2_d051_DYE_RZQ,301.0,1.0
19964,y2_d057.5_IAK_RZQ,137.0,1.0
19972,y1_d086_CRQ_QEA,106.0,1.0
19976,y1_d094_KQQ_YJD,48.0,1.0
19997,y2_d012_RQJ_YJD,206.0,1.0
19999,y2_d012_RQJ_YJD,310.0,1.0
20005,y2_d018_GIS_RZQ,92.0,1.0
20050,y1_d079_FBP_QEA,60.0,1.0
20052,y1_d079_FBP_QEA,220.0,1.0
20065,y2_d013_RQJ_YJD,272.0,1.0
20086,y1_d001_CGA_QEA,91.0,1.0
20103,y1_d046_WJU_QEA,299.0,1.0
20121,y1_d067_IAQ_YJD,235.0,1.0
20130,y1_d075_PHS_RZQ,78.0,1.0
20145,y2_d058_POW_YJD,55.0,1.0
20147,y2_d086_LFS_YJD,77.0,1.0
20152,y2_d087_DYE_RZQ,112.0,1.0
20158,y1_d079_FBP_QEA,86.0,1.0
20159,y1_d093_DYE_RZQ,28.0,1.0
20187,y2_d027_VMN_YJD,71.0,1.0
20202,y1_d033_AVV_YJD,243.0,1.0
20210,y1_d045_WJU_QEA,183.0,1.0
20212,y1_d054_APZ_QEA,116.0,1.0
20223,y1_d087_CRQ_QEA,119.0,1.0
20235,y2_d034_KNB_YJD,186.0,1.0
20240,y2_d043_RZQ_YJD,132.0,1.0
20250,y1_d009_GEA_YJD,163.0,1.0
20251,y1_d009_GEA_YJD,175.0,1.0
20258,y1_d040_TKJ_YJD,118.0,1.0
20267,y1_d090_DYE_RZQ,51.0,1.0
20274,y2_d005_DYE_RZQ,288.0,1.0
20297,y1_d004_CGA_QEA,91.0,1.0
20313,y1_d064_IAQ_YJD,68.0,1.0
20324,y1_d066_IAQ_YJD,169.0,1.0
20333,y1_d012_IXC_QEA,42.0,1.0
20334,y1_d038_HMN_RZQ,19.0,1.0
20347,y1_d050_JZK_RZQ,141.0,1.0
20355,y1_d080_PVJ_RZQ,112.0,1.0
20394,y2_d074.5_VZE_YJD,166.0,1.0
20422,y2_d043_RZQ_YJD,258.0,1.0
20439,y2_d064_ESW_YJD,142.0,1.0
20448,y2_d070_RDO_RZQ,190.0,1.0
20455,y2_d088_DYE_RZQ,195.0,1.0
20456,y2_d093_QZE_RZQ,5.0,1.0
20461,y2_d008_JMJ_YJD,98.0,1.0
20478,y2_d042_RZQ_YJD,71.0,3.0
20484,y2_d056_IAK_RZQ,159.0,1.0
20487,y2_d061_KIR_RZQ,227.0,1.0
20497,y2_d002_BEJ_RZQ,144.0,1.0
20508,y2_d071_DYE_YJD,89.0,1.0
20538,y1_d030_CMS_YJD,376.0,1.0
20554,y1_d068_OWH_QEA,52.0,1.0
20556,y1_d068_OWH_QEA,60.0,2.0
20557,y1_d068_OWH_QEA,84.0,1.0
20583,y1_d016_OXG_QEA,99.0,3.0
20599,y1_d056_KJH_RZQ,243.0,1.0
20622,y1_d086_DYE_YJD,106.0,1.0
20666,y2_d092_NYA_YJD,58.0,1.0
20669,y1_d008_JJS_YJD,77.0,1.0
20675,y1_d051_JZK_RZQ,111.0,1.0
20677,y1_d058_OXG_QEA,92.0,1.0
20733,y2_d008_JMJ_YJD,38.0,1.0
20766,y2_d050_DYE_RZQ,152.0,1.0
20775,y2_d087_DYE_RZQ,17.0,1.0
20797,y2_d080_YJD_RZQ,114.0,1.0
20807,y1_d003_CGA_QEA,58.0,1.0
20820,y1_d048_MHY_RZQ,119.0,1.0
20826,y1_d056_KJH_RZQ,138.0,1.0
20829,y1_d056_OXG_QEA,199.0,1.0
20830,y1_d056_OXG_QEA,247.0,1.0
20832,y1_d056_WZR_YJD,208.0,1.0
20845,y1_d073_UWE_YJD,115.0,1.0
20852,y1_d078_GAX_YJD,92.0,1.0
20864,y2_d005_NSO_YJD,29.0,1.0
20866,y2_d005_NSO_YJD,208.0,1.0
20873,y2_d010_TSZ_RZQ,223.0,1.0
20874,y2_d010_TSZ_RZQ,257.0,1.0
20877,y2_d054_PTB_YJD,184.0,1.0
20879,y2_d066_HKR_RZQ,41.0,1.0
20911,y1_d074_PHS_RZQ,218.0,1.0
20931,y1_d019_JFU_YJD,20.0,1.0
20948,y1_d066_OWH_QEA,196.0,1.0
20965,y2_d003_GHD_YJD,3.0,1.0
20978,y1_d014_IXC_QEA,190.0,1.0
20992,y1_d058_WZR_YJD,182.0,1.0
20993,y1_d058_WZR_YJD,329.0,1.0
20995,y1_d064_UEX_RZQ,266.0,1.0
21005,y2_d072_DYE_YJD,288.0,1.0
21008,y1_d017_OXG_QEA,43.0,1.0
21015,y1_d018_OXG_QEA,290.0,1.0
21023,y1_d046_VHS_YJD,171.0,1.0
21038,y1_d055_APZ_QEA,221.0,1.0
21042,y1_d057_WZR_YJD,60.0,1.0
21070,y2_d090_NYA_YJD,213.0,1.0
21087,y1_d048_STK_QEA,216.0,1.0
21099,y1_d081_FBP_QEA,98.0,1.0
21101,y1_d091_DYE_RZQ,30.0,1.0
21102,y1_d091_DYE_RZQ,59.0,1.0
21107,y1_d092_DYE_RZQ,136.0,1.0
21111,y1_d097_MRJ_YJD,130.0,1.0
21118,y2_d002_GHD_YJD,293.0,1.0
21122,y2_d005_DYE_RZQ,210.0,1.0
21141,y2_d099_YJD_RZQ,124.0,1.0
21167,y2_d018_GIS_RZQ,129.0,1.0
21205,y1_d099_MRJ_YJD,209.0,1.0
21223,y2_d033_KNB_YJD,288.0,1.0
21228,y2_d064_HKR_RZQ,288.0,1.0
21244,y1_d039_HMN_RZQ,37.0,1.0
21251,y1_d046_WJU_QEA,338.0,2.0
21272,y1_d067_OWH_QEA,216.0,1.0
21273,y1_d067_OWH_QEA,221.0,1.0
21296,y2_d050_DYE_RZQ,188.0,1.0
21301,y2_d086_LFS_YJD,72.0,1.0
21307,y1_d095_XAX_QEA,91.0,1.0
21309,y1_d095_XAX_QEA,198.0,1.0
21311,y1_d099_MRJ_YJD,265.0,1.0
21314,y2_d007_NSO_YJD,78.0,1.0
21318,y2_d007_NSO_YJD,230.0,1.0
21326,y2_d046.5_IHI_YJD,126.0,1.0
21330,y2_d064_HKR_RZQ,223.0,1.0
21346,y1_d083_YJD_RZQ,9.0,1.0
21366,y1_d009_GEA_YJD,137.0,1.0
21370,y1_d029_CMS_YJD,135.0,1.0
21376,y1_d045_MHY_RZQ,80.0,1.0
21390,y1_d090_DYE_RZQ,270.0,1.0
21393,y1_d096_WNA_RZQ,264.0,1.0
21405,y2_d006_DYE_RZQ,131.0,1.0
21423,y2_d051_DYE_RZQ,255.0,1.0
21430,y2_d057.5_IAK_RZQ,100.0,1.0
21433,y2_d094_QZE_RZQ,136.0,1.0
21434,y2_d099_YJD_RZQ,13.0,1.0
21454,y1_d064_IAQ_YJD,77.0,1.0
21463,y1_d066_IAQ_YJD,32.0,1.0
21471,y1_d077_GAX_YJD,132.0,1.0
21475,y1_d012_IXC_QEA,91.0,1.0
21476,y1_d012_IXC_QEA,223.0,3.0
21492,y1_d062_HCI_RZQ,282.0,1.0
21501,y2_d009_TSZ_RZQ,94.0,1.0
21529,y2_d077_MGJ_RZQ,41.0,1.0
21535,y1_d020_JFU_YJD,194.0,1.0
21537,y1_d033_AVV_YJD,220.0,1.0
21567,y2_d034_KNB_YJD,176.0,1.0
21569,y2_d034_KNB_YJD,272.0,1.0
21580,y2_d043_RZQ_YJD,303.0,1.0
21604,y2_d084_LFS_YJD,293.0,1.0
21615,y2_d013_BVD_RZQ,241.0,1.0
21618,y2_d024.5_ALA_YJD,122.0,1.0
21621,y2_d042_RZQ_YJD,102.0,1.0
21624,y2_d056_IAK_RZQ,12.0,1.0
21638,y2_d002_BEJ_RZQ,172.0,2.0
21647,y2_d047_IHI_YJD,157.0,1.0
21653,y2_d071_DYE_YJD,140.0,2.0
21664,y2_d097_YJD_RZQ,35.0,1.0
21684,y1_d097_MRJ_YJD,72.0,1.0
21702,y1_d051_UPU_YJD,198.0,1.0
21727,y2_d025_ALA_YJD,288.0,1.0
21733,y2_d065_HKR_RZQ,108.0,1.0
21737,y2_d083_WMI_YJD,161.0,1.0
21745,y1_d028_CMS_YJD,331.0,1.0
21754,y1_d049_JZK_RZQ,135.0,1.0
21770,y1_d080_PVJ_RZQ,155.0,1.0
21787,y2_d029_IKJ_RZQ,78.0,1.0
21792,y2_d040_XLB_RZQ,280.0,1.0
21795,y2_d044_RZQ_YJD,133.0,1.0
21809,y2_d077_MGJ_RZQ,346.0,1.0
21813,y1_d074_UWE_YJD,12.0,1.0
21815,y1_d075_PHS_RZQ,236.0,1.0
21833,y2_d016_TEQ_YJD,236.0,1.0
21836,y2_d024.5_ALA_YJD,142.0,1.0
21845,y2_d056_IAK_RZQ,134.0,1.0
21850,y2_d018_GIS_RZQ,143.0,1.0
21860,y2_d045_IHI_YJD,202.0,1.0
21863,y2_d050_DYE_RZQ,163.0,1.0
21868,y2_d050_DYE_RZQ,318.0,1.0
21869,y2_d055_IAK_RZQ,4.0,1.0
21872,y2_d055_IAK_RZQ,216.0,1.0
21895,y2_d048_DYE_RZQ,275.0,1.0
21931,y2_d093_QZE_RZQ,125.0,1.0
21955,y1_d056_WZR_YJD,121.0,1.0
21994,y2_d085.5_LFS_YJD,117.0,1.0
22000,y2_d097_YJD_RZQ,147.0,1.0
22003,y1_d009_GEA_YJD,249.0,1.0
22009,y1_d045_MHY_RZQ,115.0,1.0
22026,y1_d074_PHS_RZQ,166.0,1.0
22029,y1_d090_DYE_RZQ,204.0,1.0
22074,y1_d058_WZR_YJD,232.0,1.0
22082,y1_d079_PVJ_RZQ,100.0,1.0
22083,y1_d080_FBP_QEA,75.0,1.0
22089,y1_d082_FBP_QEA,59.0,1.0
22122,y2_d012_RQJ_YJD,181.0,1.0
22131,y1_d025_JIL_RZQ,131.0,1.0
22133,y1_d050_UPU_YJD,127.0,1.0
22137,y1_d058_WZR_YJD,125.0,1.0
22138,y1_d058_WZR_YJD,175.0,1.0
22158,y2_d072_DYE_YJD,104.0,1.0
22167,y1_d018_OXG_QEA,165.0,1.0
22170,y1_d026_JIL_RZQ,134.0,1.0
22216,y1_d007_JJS_YJD,174.0,1.0
22219,y1_d023_AKX_YJD,76.0,1.0
22238,y1_d092_DYE_RZQ,18.0,1.0
22241,y2_d002_GHD_YJD,73.0,1.0
22251,y2_d052_PTB_YJD,93.0,1.0
22262,y1_d086_CRQ_QEA,164.0,1.0
22275,y2_d003_GHD_YJD,124.0,1.0
22276,y2_d004_GHD_YJD,156.0,1.0
22282,y2_d011_BVD_RZQ,231.0,1.0
22287,y2_d018_GIS_RZQ,194.0,1.0
22289,y2_d021_DMS_RZQ,156.0,1.0
22319,y1_d075_UWE_YJD,6.0,1.0
22326,y1_d079_FBP_QEA,104.0,1.0
22339,y2_d007_DYE_RZQ,294.0,1.0
22350,y2_d064_HKR_RZQ,6.0,1.0
22385,y1_d067_OWH_QEA,50.0,1.0
22396,y1_d075_PHS_RZQ,212.0,1.0
22400,y2_d032_KNB_YJD,16.0,1.0
22401,y2_d032_KNB_YJD,125.0,1.0
22404,y2_d032_KNB_YJD,275.0,1.0
22409,y2_d045_IHI_YJD,181.0,1.0
22417,y2_d063_KIR_RZQ,25.0,1.0
22445,y2_d007_DYE_RZQ,104.0,1.0
22448,y2_d007_DYE_RZQ,180.0,1.0
22470,y1_d020_JFU_YJD,124.0,1.0
22485,y1_d054_APZ_QEA,118.0,2.0
22494,y1_d083_YJD_RZQ,51.0,1.0
22497,y1_d083_YJD_RZQ,272.0,1.0
22536,y1_d045_VHS_YJD,147.0,1.0
22552,y1_d096_WNA_RZQ,166.0,1.0
22579,y1_d005_JJS_YJD,173.0,1.0
22604,y1_d075_UWE_YJD,293.0,1.0
22616,y1_d051_JZK_RZQ,241.0,1.0
22643,y2_d031_IKJ_RZQ,193.0,1.0
22647,y2_d044_RZQ_YJD,73.0,1.0
22651,y2_d075_VZE_YJD,76.0,1.0
22659,y1_d033_AVV_YJD,69.0,1.0
22661,y1_d050_STK_QEA,138.0,1.0
22671,y2_d014_TEQ_YJD,105.0,1.0
22673,y2_d030_IKJ_RZQ,138.0,1.0
22677,y2_d034_KNB_YJD,306.0,1.0
22683,y2_d043_RZQ_YJD,112.0,1.0
22689,y2_d062_KIR_RZQ,29.0,1.0
22691,y2_d062_KIR_RZQ,151.0,1.0
22717,y2_d024.5_ALA_YJD,155.0,1.0
22718,y2_d039_XLB_RZQ,49.0,1.0
22733,y2_d010_TSZ_RZQ,153.0,1.0
22756,y1_d030_CMS_YJD,358.0,1.0
22767,y1_d068_OWH_QEA,301.0,1.0
22782,y1_d003_CGA_QEA,179.0,1.0
22783,y1_d006_JJS_YJD,72.0,1.0
22797,y1_d056_KJH_RZQ,53.0,1.0
22812,y1_d057_OXG_QEA,295.0,1.0
22824,y1_d086_DYE_YJD,190.0,1.0
22829,y2_d005_NSO_YJD,179.0,1.0
22830,y2_d011_RQJ_YJD,268.0,1.0
22835,y2_d027_YUH_RZQ,192.0,1.0
22885,y2_d020_GIS_RZQ,197.0,1.0
22890,y2_d029_IKJ_RZQ,134.0,1.0
22892,y2_d029_IKJ_RZQ,241.0,1.0
22893,y2_d038_UKI_RZQ,18.0,1.0
22899,y2_d044_RZQ_YJD,31.0,2.0
22916,y1_d088_CRQ_QEA,91.0,1.0
22933,y2_d016_TEQ_YJD,198.0,1.0
22936,y2_d039_XLB_RZQ,57.0,1.0
22970,y2_d063_KIR_RZQ,183.0,1.0
22977,y2_d095_QZE_RZQ,249.0,1.0
22978,y2_d095_QZE_RZQ,262.0,1.0
22990,y2_d067_HKR_RZQ,117.0,1.0
23000,y2_d071_XFE_RZQ,208.0,1.0
23010,y1_d003_CGA_QEA,188.0,1.0
23031,y1_d057_OXG_QEA,142.0,1.0
23073,y2_d082_WMI_YJD,59.0,1.0
23092,y1_d035_AVV_YJD,46.0,1.0
23106,y1_d047_VHS_YJD,125.0,1.0
23126,y2_d061_KIR_RZQ,242.0,1.0
23135,y1_d022_AKX_YJD,99.0,1.0
23138,y1_d025_JIL_RZQ,260.0,1.0
23142,y1_d050_UPU_YJD,249.0,1.0
23147,y1_d058_WZR_YJD,112.0,1.0
23154,y1_d080_FBP_QEA,6.0,1.0
23156,y1_d080_FBP_QEA,138.0,1.0
23190,y1_d025_JIL_RZQ,36.0,1.0
23195,y1_d052_APZ_QEA,213.0,1.0
23196,y1_d052_APZ_QEA,306.0,1.0
23199,y1_d058_KJH_RZQ,339.0,1.0
23200,y1_d058_WZR_YJD,158.0,1.0
23206,y1_d066_OWH_QEA,219.0,1.0
23219,y2_d074_VZE_YJD,131.0,1.0
23276,y2_d092_NYA_YJD,259.0,1.0
23290,y1_d049_STK_QEA,40.0,1.0
23317,y2_d008_TSZ_RZQ,63.0,1.0
23323,y2_d046_IHI_YJD,57.0,1.0
23338,y1_d089_CRQ_QEA,239.0,1.0
23352,y2_d004_GHD_YJD,243.0,1.0
23353,y2_d009_JMJ_YJD,35.0,1.0
23372,y1_d024_AKX_YJD,220.0,1.0
23378,y1_d027_JIL_RZQ,10.0,1.0
23403,y1_d075_UWE_YJD,103.0,1.0
23412,y1_d077_GAX_YJD,34.0,1.0
23415,y1_d079_FBP_QEA,153.0,1.0
23423,y1_d099_MRJ_YJD,54.0,1.0
23424,y1_d099_MRJ_YJD,227.0,1.0
23433,y2_d007_NSO_YJD,30.0,1.0
23445,y2_d027_VMN_YJD,202.0,1.0
23454,y2_d064_HKR_RZQ,131.0,1.0
23456,y2_d067_ESW_YJD,25.0,1.0
23461,y1_d017_OXG_QEA,146.0,1.0
23476,y1_d055_APZ_QEA,198.0,1.0
23477,y1_d067_OWH_QEA,133.0,1.0
23488,y2_d032_KNB_YJD,147.0,1.0
23501,y2_d086_LFS_YJD,199.0,1.0
23510,y1_d079_FBP_QEA,293.0,1.0
23521,y2_d007_NSO_YJD,181.0,1.0
23522,y2_d012_BVD_RZQ,101.0,1.0
23557,y1_d060_JNJ_QEA,162.0,1.0
23578,y2_d030_IKJ_RZQ,110.0,1.0
23579,y2_d030_IKJ_RZQ,239.0,1.0
23598,y2_d072_DYE_YJD,276.0,1.0
23620,y1_d045_VHS_YJD,37.0,1.0
23643,y2_d006_DYE_RZQ,246.0,1.0
23692,y1_d049_JZK_RZQ,38.0,1.0
23698,y1_d050_JZK_RZQ,96.0,1.0
23706,y1_d058_OXG_QEA,54.0,1.0
23710,y1_d058_OXG_QEA,308.0,1.0
23713,y1_d081_PVJ_RZQ,34.0,1.0
23720,y2_d028_VMN_YJD,148.0,1.0
23745,y2_d098_YJD_RZQ,38.0,1.0
23754,y1_d041_TKJ_YJD,296.0,1.0
23768,y1_d087_CRQ_QEA,178.0,1.0
23770,y2_d015_TEQ_YJD,41.0,1.0
23774,y2_d030_IKJ_RZQ,281.0,1.0
23775,y2_d034_KNB_YJD,168.0,1.0
23781,y2_d059_POW_YJD,94.0,1.0
23783,y2_d059_POW_YJD,222.0,1.0
23792,y2_d066_ESW_YJD,137.0,1.0
23797,y2_d069_RDO_RZQ,155.0,1.0
23808,y2_d080_YJD_RZQ,331.0,1.0
23827,y2_d016_TEQ_YJD,211.0,1.0
23839,y2_d061_KIR_RZQ,151.0,1.0
23867,y2_d085.5_LFS_YJD,97.0,1.0
23871,y1_d002_CGA_QEA,120.0,1.0
23890,y1_d081_FBP_QEA,183.0,1.0
23896,y1_d092_DYE_RZQ,239.0,1.0
23907,y1_d010_DYE_RZQ,340.0,1.0
23911,y1_d016_OXG_QEA,237.0,1.0
23915,y1_d048_MHY_RZQ,87.0,3.0
23996,y1_d050_JZK_RZQ,340.0,1.0
24004,y1_d062_HCI_RZQ,228.0,1.0
24010,y1_d081_PVJ_RZQ,26.0,1.0
24014,y1_d096_XAX_QEA,176.0,1.0
24021,y2_d026_VMN_YJD,128.0,1.0
24028,y2_d028_YUH_RZQ,26.0,1.0
24034,y2_d038_UKI_RZQ,25.0,1.0
24038,y2_d044_RZQ_YJD,81.0,1.0
24040,y2_d049_DYE_RZQ,103.0,1.0
24049,y2_d077_MGJ_RZQ,340.0,1.0
24055,y1_d075_PHS_RZQ,277.0,1.0
24057,y1_d088_CRQ_QEA,157.0,1.0
24073,y2_d024.5_ALA_YJD,105.0,1.0
24083,y2_d017_GIS_RZQ,139.0,1.0
24090,y2_d050_DYE_RZQ,45.0,1.0
24108,y2_d059_POW_YJD,189.0,1.0
24109,y2_d059_POW_YJD,269.0,1.0
24110,y2_d059_POW_YJD,299.0,1.0
24120,y2_d070_RDO_RZQ,218.0,1.0
24141,y1_d003_CGA_QEA,292.0,1.0
24171,y1_d057_OXG_QEA,43.0,1.0
24173,y1_d057_OXG_QEA,84.0,1.0
24179,y1_d073_PHS_RZQ,228.0,1.0
24189,y1_d086_DYE_YJD,153.0,1.0
24193,y1_d096_KQQ_YJD,81.0,1.0
24206,y2_d082_WMI_YJD,152.0,1.0
24209,y2_d097_YJD_RZQ,20.0,1.0
24213,y1_d013_IXC_QEA,7.0,1.0
24219,y1_d045_VHS_YJD,23.0,1.0
24229,y1_d074_PHS_RZQ,50.0,1.0
24260,y1_d058_KJH_RZQ,299.0,1.0
